id_assessment,id_student,date_submitted,is_banked,score
9,100894,131,0,35.9
14,100870,131,0,72.5
6,100303,20,0,39.5
18,100746,91,0,64.6
19,100746,130,0,30.1
14,100575,133,0,56.9
11,100149,23,0,72.7
12,100149,45,0,91.6
13,100149,90,0,86.4
14,100149,130,0,91.4
28,100059,90,0,87.0
29,100059,132,0,71.9
24,100524,130,0,48.5
6,100012,20,0,66.0
8,100012,94,0,56.7
26,100837,20,0,63.8
27,100837,51,0,87.6
1,100334,23,0,77.9
3,100334,96,0,79.3
16,100067,20,0,58.0
17,100067,45,0,63.9
19,100067,130,0,53.4
7,100244,45,0,20.8
16,100843,21,0,83.3
18,100843,90,0,56.8
16,100346,21,0,93.1
17,100346,45,0,95.1
18,100346,92,0,83.5
19,100346,130,0,63.9
7,100872,46,0,44.0
8,100872,90,0,50.0
9,100872,130,0,77.1
21,100729,20,0,63.0
24,100729,133,0,48.4
6,100869,22,0,55.0
8,100869,93,0,82.5
9,100869,130,0,58.9
22,100299,48,0,52.3
23,100299,90,0,53.0
7,100694,48,0,65.3
8,100694,90,0,70.4
9,100694,130,0,61.2
26,100610,20,0,94.2
27,100610,46,0,85.6
29,100610,134,0,86.5
21,100379,20,0,84.3
22,100379,45,0,80.8
23,100379,90,0,77.2
24,100379,133,0,62.6
26,100812,22,0,38.2
28,100812,92,0,46.1
29,100812,130,0,69.5
6,100719,20,0,85.5
7,100719,46,0,61.0
8,100719,90,0,74.1
9,100719,130,0,77.2
26,100694,23,0,51.8
21,100082,20,0,66.9
22,100082,45,0,100.0
23,100082,92,0,92.3
28,100193,90,0,43.7
6,100109,24,0,85.0
7,100109,45,0,95.6
8,100109,93,0,46.3
9,100109,132,0,94.3
21,100351,22,0,85.9
22,100351,45,0,100.0
23,100351,97,0,73.9
24,100351,130,0,96.6
6,100590,22,0,61.9
7,100590,48,0,70.3
8,100590,90,0,50.3
9,100590,132,0,52.2
11,100876,25,0,48.6
16,100194,20,0,91.9
17,100194,49,0,79.6
18,100194,93,0,54.8
19,100194,130,0,86.1
12,100466,45,0,61.8
14,100466,130,0,63.0
1,100185,27,0,71.7
2,100185,49,0,60.7
11,100225,21,0,83.5
12,100225,52,0,87.2
14,100225,132,0,76.8
26,100135,20,0,84.3
27,100135,45,0,66.1
28,100135,90,0,79.4
29,100135,130,0,60.4
11,100799,24,0,74.6
12,100799,47,0,100.0
13,100799,90,0,75.8
14,100799,131,0,92.5
6,100826,21,0,72.1
7,100826,49,0,74.3
8,100826,90,0,66.2
9,100826,130,0,79.1
26,100753,25,0,79.6
27,100753,48,0,89.2
28,100753,98,0,90.4
29,100753,130,0,64.7
6,100802,20,0,70.8
7,100802,45,0,54.0
8,100802,92,0,64.3
9,100802,133,0,57.8
16,100054,27,0,62.8
17,100054,45,0,51.7
18,100054,90,0,93.4
19,100054,136,0,80.3
13,100387,96,0,41.3
14,100387,134,0,48.6
26,100281,20,0,91.5
27,100281,47,0,90.5
28,100281,92,0,81.1
29,100281,130,0,100.0
16,100081,23,0,69.4
17,100081,46,0,55.4
18,100081,93,0,48.8
26,100098,21,0,81.3
27,100098,47,0,58.2
29,100098,134,0,68.4
1,100106,21,0,48.2
2,100106,45,0,63.6
3,100106,90,0,58.6
4,100106,132,0,54.2
21,100519,21,0,40.6
22,100519,47,0,56.5
23,100519,90,0,47.4
24,100519,131,0,48.7
17,100447,45,0,60.3
18,100447,92,0,73.6
6,100363,23,0,71.1
7,100363,45,0,92.0
8,100363,94,0,89.1
9,100363,132,0,72.1
1,100658,21,0,84.3
3,100658,91,0,61.2
4,100658,131,0,50.4
18,100308,93,0,56.3
19,100308,134,0,69.3
11,100714,23,0,97.8
12,100714,45,0,76.1
13,100714,90,0,78.2
7,100247,48,0,72.3
21,100150,21,0,96.5
22,100150,45,0,70.1
23,100150,96,0,100.0
24,100150,130,0,93.1
2,100259,49,0,68.5
3,100259,92,0,80.7
4,100259,130,0,54.5
16,100512,20,0,52.7
17,100512,45,0,74.8
19,100512,130,0,36.7
16,100128,29,0,61.2
17,100128,45,0,79.4
26,100454,20,0,80.6
27,100454,46,0,72.9
28,100454,90,0,73.8
29,100454,130,0,57.1
11,100791,20,0,86.3
12,100791,48,0,92.2
14,100791,132,0,84.5
21,100605,21,0,40.8
22,100605,45,0,82.3
23,100605,94,0,77.0
24,100605,130,0,71.2
2,100167,48,0,76.2
4,100167,134,0,54.8
26,100511,21,0,65.1
28,100511,90,0,71.3
27,100164,45,0,36.4
27,100556,45,0,71.8
28,100556,92,0,92.3
29,100556,130,0,52.0
23,100057,95,0,51.0
21,100754,23,0,80.6
22,100754,45,0,68.2
24,100754,130,0,58.6
21,100388,20,0,75.2
22,100388,45,0,75.5
23,100388,90,0,60.0
24,100388,134,0,89.1
11,100263,20,0,68.3
12,100263,45,0,83.1
13,100263,90,0,63.7
14,100263,130,0,64.3
16,100131,20,0,63.6
17,100131,45,0,61.7
18,100131,90,0,53.3
19,100131,130,0,58.5
16,100070,20,0,49.3
17,100070,46,0,66.2
2,100123,45,0,75.4
3,100123,90,0,62.1
4,100123,134,0,67.3
23,100578,92,0,61.9
27,100009,49,0,45.4
29,100009,131,0,27.0
1,100810,21,0,60.2
2,100810,50,0,82.7
3,100810,90,0,85.3
4,100810,130,0,79.0
17,100410,46,0,37.0
16,100368,23,0,77.8
17,100368,45,0,74.9
18,100368,94,0,64.8
19,100368,130,0,71.0
21,100580,24,0,52.1
23,100580,90,0,52.7
27,100117,45,0,57.4
28,100117,90,0,41.3
29,100117,130,0,43.9
21,100704,23,0,72.8
23,100704,90,0,77.2
24,100704,132,0,70.4
26,100661,20,0,43.3
28,100661,90,0,36.6
29,100661,130,0,57.1
12,100000,46,0,69.9
13,100000,90,0,77.3
14,100000,130,0,79.5
11,100356,23,0,59.6
12,100356,46,0,71.7
13,100356,90,0,85.6
14,100356,130,0,75.1
16,100012,23,0,100.0
17,100012,47,0,91.3
18,100012,90,0,80.6
6,100308,20,0,98.2
7,100308,45,0,100.0
9,100308,136,0,89.9
21,100029,20,0,74.9
22,100029,49,0,70.2
24,100029,133,0,74.4
11,100295,20,0,68.2
11,100065,24,0,79.0
12,100065,46,0,43.3
14,100065,133,0,58.6
13,100250,90,0,56.5
11,100697,20,0,66.3
12,100697,45,0,65.4
13,100697,90,0,70.6
14,100697,132,0,69.0
26,100439,20,0,70.1
27,100439,45,0,80.7
28,100439,93,0,90.4
29,100439,136,0,92.8
13,100404,90,0,84.2
14,100404,131,0,80.0
1,100536,20,0,84.9
2,100536,45,0,98.8
3,100536,90,0,81.6
4,100536,134,0,77.2
18,100305,94,0,57.0
1,100757,20,0,54.2
2,100757,47,0,51.8
11,100643,22,0,67.3
12,100643,46,0,45.3
13,100643,90,0,65.2
14,100643,130,0,77.5
12,100566,46,0,52.1
13,100566,90,0,51.8
3,100475,91,0,39.4
21,100883,24,0,84.8
22,100883,49,0,100.0
24,100883,133,0,88.1
6,100088,20,0,56.0
7,100088,45,0,74.1
8,100088,90,0,67.0
9,100088,130,0,86.6
21,100454,20,0,34.5
22,100454,45,0,41.3
23,100454,90,0,24.6
26,100265,22,0,70.8
27,100265,45,0,82.0
29,100265,130,0,81.8
6,100584,23,0,26.5
9,100584,130,0,63.7
11,100232,25,0,66.9
12,100232,45,0,52.7
1,100652,21,0,56.7
1,100162,22,0,53.9
3,100162,90,0,73.5
4,100162,130,0,92.2
21,100011,20,0,58.2
23,100011,90,0,83.5
24,100011,130,0,55.5
26,100355,24,0,100.0
27,100355,46,0,64.8
28,100355,92,0,69.6
29,100355,132,0,82.4
6,100237,26,0,49.2
7,100237,45,0,64.3
1,100081,20,0,73.1
2,100081,46,0,64.5
3,100081,90,0,62.4
4,100081,131,0,80.0
3,100570,91,0,54.1
11,100184,20,0,90.1
12,100184,45,0,91.2
13,100184,90,0,76.3
14,100184,131,0,100.0
6,100503,20,0,77.7
9,100503,132,0,91.3
8,100428,97,0,76.2
9,100428,136,0,76.5
3,100001,92,0,61.5
4,100001,130,0,56.5
21,100367,20,0,82.0
23,100367,93,0,80.1
24,100367,130,0,63.7
21,100654,20,0,72.4
22,100654,49,0,42.1
23,100654,90,0,44.9
24,100654,131,0,53.1
1,100164,20,0,73.5
2,100164,45,0,80.2
3,100164,98,0,90.5
21,100536,22,0,41.6
21,100739,22,0,78.4
22,100739,45,0,98.7
23,100739,90,0,70.2
24,100739,130,0,85.9
1,100404,21,0,52.9
2,100404,45,0,41.2
4,100404,130,0,49.2
26,100067,20,0,36.6
27,100067,45,0,60.1
29,100067,133,0,65.6
16,100830,24,0,74.4
17,100830,45,0,88.7
18,100830,95,0,81.2
19,100830,133,0,60.9
21,100378,21,0,54.1
12,100533,45,0,43.2
14,100533,130,0,73.1
26,100242,20,0,66.3
6,100408,21,0,82.1
7,100408,47,0,67.4
8,100408,90,0,61.4
14,100049,130,0,27.0
2,100426,47,0,82.0
3,100426,90,0,68.1
4,100426,130,0,75.7
4,100865,130,0,52.4
16,100156,23,0,59.9
18,100156,90,0,86.6
27,100506,52,0,39.6
28,100506,95,0,62.4
29,100506,136,0,47.8
26,100827,20,0,83.3
27,100827,45,0,90.5
28,100827,95,0,80.9
29,100827,132,0,76.5
23,100446,96,0,60.4
6,100642,20,0,87.5
7,100642,45,0,87.6
8,100642,90,0,72.8
9,100642,131,0,87.2
3,100375,90,0,59.1
16,100295,24,0,81.3
17,100295,49,0,78.8
18,100295,90,0,79.6
19,100295,132,0,89.8
11,100245,21,0,58.6
21,100068,20,0,100.0
22,100068,47,0,93.7
23,100068,93,0,66.3
24,100068,130,0,74.1
6,100665,22,0,85.0
7,100665,47,0,90.4
8,100665,93,0,91.2
9,100665,130,0,80.5
26,100489,22,0,38.1
1,100384,20,0,71.8
3,100384,92,0,56.0
17,100801,46,0,68.1
18,100801,91,0,57.2
19,100801,131,0,46.5
21,100202,20,0,47.3
22,100202,45,0,69.5
23,100202,94,0,45.1
6,100724,27,0,57.2
7,100724,48,0,84.9
9,100724,131,0,62.4
6,100818,25,0,70.7
8,100818,91,0,78.5
9,100818,138,0,84.0
16,100244,24,0,70.3
17,100244,45,0,96.4
18,100244,95,0,79.3
19,100244,130,0,85.1
17,100673,45,0,58.3
18,100673,90,0,32.0
19,100673,136,0,60.4
2,100708,48,0,40.9
3,100708,92,0,62.2
4,100708,130,0,73.1
7,100798,45,0,68.4
8,100798,90,0,55.6
9,100798,130,0,74.3
17,100310,49,0,66.4
19,100310,130,0,96.4
16,100645,23,0,79.4
17,100645,45,0,68.4
19,100645,130,0,53.3
12,100071,45,0,38.4
21,100338,20,0,15.2
1,100718,21,0,90.0
2,100718,45,0,65.1
3,100718,90,0,69.3
4,100718,131,0,83.9
28,100309,91,0,67.7
26,100028,20,0,70.9
27,100028,45,0,85.1
28,100028,95,0,100.0
29,100028,130,0,94.8
6,100362,25,0,65.5
7,100362,50,0,46.1
9,100362,130,0,57.6
2,100636,48,0,42.2
6,100182,20,0,81.1
7,100182,45,0,100.0
8,100182,90,0,100.0
1,100824,22,0,29.9
6,100591,20,0,85.1
7,100591,46,0,79.8
8,100591,90,0,67.3
9,100591,136,0,63.9
2,100020,52,0,33.8
12,100846,45,0,56.0
14,100846,130,0,69.4
22,100407,47,0,42.5
23,100407,92,0,73.1
24,100407,130,0,39.7
2,100760,45,0,64.1
4,100760,130,0,84.5
26,100368,24,0,89.5
27,100368,47,0,68.5
2,100145,47,0,42.0
14,100368,130,0,40.6
3,100078,90,0,33.9
28,100463,93,0,33.1
13,100447,90,0,62.3
14,100447,130,0,54.4
12,100579,47,0,52.2
13,100579,93,0,61.7
11,100382,20,0,47.6
12,100382,45,0,57.4
11,100867,24,0,72.9
12,100867,45,0,53.0
13,100867,91,0,57.5
1,100116,27,0,39.2
3,100116,90,0,44.8
4,100116,130,0,36.3
21,100251,20,0,75.2
22,100251,49,0,72.1
23,100251,90,0,67.2
16,100169,21,0,83.0
17,100169,45,0,60.2
18,100169,90,0,70.1
19,100169,130,0,100.0
26,100346,24,0,55.5
16,100400,20,0,57.1
17,100400,54,0,78.3
18,100400,90,0,73.8
19,100400,131,0,85.7
11,100537,24,0,91.2
14,100537,137,0,82.1
17,100373,48,0,66.1
18,100373,90,0,64.2
26,100226,21,0,80.6
27,100226,47,0,98.8
28,100226,99,0,80.7
29,100226,130,0,60.9
22,100053,45,0,66.2
24,100053,130,0,86.8
16,100159,20,0,66.6
17,100159,47,0,51.7
19,100159,136,0,57.7
21,100781,24,0,80.3
22,100781,45,0,95.4
23,100781,94,0,76.1
24,100781,130,0,81.3
17,100767,45,0,84.3
18,100767,90,0,100.0
19,100767,130,0,78.6
18,100516,91,0,69.7
12,100286,49,0,85.5
13,100286,91,0,84.3
18,100629,90,0,31.1
18,100630,90,0,61.7
21,100427,20,0,82.6
22,100427,45,0,73.8
23,100427,90,0,72.4
24,100427,130,0,61.3
11,100621,24,0,64.1
12,100621,46,0,61.6
11,100191,20,0,60.6
12,100191,45,0,63.5
26,100337,20,0,51.4
27,100337,45,0,49.2
28,100337,94,0,82.6
29,100337,131,0,66.6
26,100688,25,0,52.4
1,100374,21,0,71.0
2,100374,45,0,87.5
4,100374,130,0,67.3
6,100466,27,0,68.6
8,100466,90,0,60.0
6,100435,20,0,80.3
7,100435,46,0,57.1
8,100435,91,0,79.3
9,100435,135,0,79.8
26,100516,20,0,49.1
27,100516,45,0,73.7
28,100516,90,0,59.0
1,100328,20,0,66.3
2,100328,46,0,54.9
21,100045,23,0,49.9
22,100045,49,0,60.7
23,100045,90,0,81.3
24,100045,131,0,72.6
22,100885,50,0,69.2
23,100885,90,0,60.9
24,100885,130,0,69.4
21,100469,21,0,55.5
22,100469,49,0,45.3
21,100140,21,0,63.9
23,100140,90,0,77.9
24,100140,134,0,39.1
2,100492,46,0,67.1
4,100492,130,0,59.1
22,100750,49,0,61.4
23,100750,97,0,47.7
1,100470,22,0,50.4
2,100470,52,0,57.9
3,100470,95,0,53.4
4,100470,133,0,40.4
6,100437,22,0,54.5
7,100437,45,0,48.3
8,100437,92,0,64.7
9,100437,130,0,67.4
18,100263,91,0,69.7
22,100873,47,0,57.5
23,100873,91,0,79.3
24,100873,133,0,56.4
2,100535,49,0,57.6
3,100535,90,0,67.8
4,100535,130,0,83.2
16,100224,21,0,76.3
19,100224,130,0,52.0
11,100151,21,0,97.6
12,100151,47,0,75.7
13,100151,90,0,88.9
14,100151,130,0,75.2
18,100038,95,0,93.2
19,100038,130,0,71.9
11,100800,20,0,46.0
13,100800,90,0,49.4
21,100006,20,0,65.5
22,100006,45,0,44.2
23,100006,93,0,70.4
6,100130,24,0,86.6
7,100130,45,0,75.9
8,100130,91,0,83.2
9,100130,133,0,100.0
4,100195,132,0,62.3
1,100856,20,0,27.5
2,100856,45,0,43.7
3,100856,90,0,31.0
1,100625,21,0,80.5
2,100625,49,0,81.0
3,100625,93,0,73.1
4,100625,130,0,100.0
21,100557,20,0,32.3
22,100557,45,0,58.6
6,100821,20,0,69.7
7,100821,45,0,44.0
8,100821,93,0,39.6
9,100821,130,0,35.2
26,100184,20,0,40.5
27,100184,46,0,48.6
21,100165,23,0,62.6
22,100165,51,0,45.2
24,100165,131,0,55.1
11,100384,20,0,100.0
12,100384,48,0,85.9
13,100384,90,0,87.5
14,100384,135,0,100.0
1,100884,23,0,92.1
2,100884,45,0,86.6
3,100884,90,0,50.0
4,100884,130,0,72.8
29,100677,130,0,32.2
1,100427,20,0,47.5
3,100427,90,0,53.9
4,100427,130,0,48.9
21,100173,20,0,42.4
23,100173,95,0,32.2
24,100173,130,0,59.4
1,100887,20,0,46.9
3,100887,90,0,66.7
4,100887,132,0,69.0
26,100605,21,0,78.7
27,100605,45,0,89.1
28,100605,91,0,90.7
29,100605,135,0,45.5
1,100553,20,0,73.6
2,100553,45,0,63.0
3,100553,91,0,72.2
4,100553,131,0,74.9
7,100700,45,0,55.4
8,100700,90,0,49.8
21,100636,20,0,36.8
26,100666,22,0,99.6
2,100147,45,0,71.4
3,100147,95,0,50.1
4,100147,130,0,75.1
26,100533,26,0,58.9
24,100685,130,0,63.0
1,100725,20,0,78.7
2,100725,51,0,91.3
3,100725,92,0,79.8
4,100725,130,0,75.7
2,100713,51,0,24.6
4,100713,130,0,48.2
26,100710,20,0,72.0
27,100710,45,0,70.1
28,100710,94,0,78.4
29,100710,137,0,81.9
26,100855,23,0,66.4
27,100855,45,0,48.6
28,100855,91,0,66.3
29,100855,131,0,78.8
11,100336,20,0,79.0
12,100336,45,0,60.1
13,100336,90,0,93.8
14,100336,130,0,79.9
6,100696,20,0,57.5
9,100696,130,0,43.3
6,100640,21,0,38.7
11,100354,20,0,66.5
13,100354,90,0,76.8
26,100785,20,0,56.3
27,100785,48,0,56.6
1,100541,22,0,76.1
2,100541,45,0,91.8
3,100541,95,0,86.1
4,100541,130,0,88.8
12,100003,45,0,73.1
13,100003,90,0,67.2
14,100003,132,0,77.8
11,100786,20,0,95.0
12,100786,45,0,74.1
13,100786,90,0,84.5
14,100786,130,0,65.3
22,100114,48,0,47.6
23,100114,93,0,53.3
24,100114,130,0,56.3
8,100676,94,0,55.5
26,100648,23,0,43.0
27,100893,47,0,59.9
28,100893,92,0,47.3
21,100433,20,0,91.2
22,100433,46,0,61.8
23,100433,93,0,79.1
14,100411,134,0,63.4
16,100345,20,0,72.6
17,100345,48,0,54.4
19,100345,130,0,76.6
21,100184,20,0,53.7
22,100184,48,0,60.2
21,100479,22,0,77.1
22,100479,46,0,72.9
23,100479,90,0,58.4
24,100479,130,0,83.9
7,100606,45,0,66.0
8,100606,90,0,78.3
26,100663,20,0,72.3
27,100663,47,0,74.1
28,100663,90,0,68.5
1,100696,26,0,93.8
2,100696,45,0,57.1
3,100696,90,0,67.3
4,100696,133,0,53.3
11,100025,23,0,45.1
13,100025,90,0,52.0
14,100025,131,0,72.4
11,100795,20,0,72.9
13,100795,90,0,72.7
14,100795,130,0,59.6
16,100033,20,0,74.4
22,100039,47,0,41.4
28,100377,95,0,41.6
29,100377,130,0,56.1
1,100444,20,0,76.5
2,100444,45,0,75.5
3,100444,92,0,65.0
4,100444,132,0,80.9
1,100326,24,0,59.1
2,100326,49,0,84.2
3,100326,91,0,47.4
4,100326,131,0,53.6
3,100285,90,0,55.8
26,100654,21,0,42.1
11,100349,20,0,76.8
12,100349,46,0,56.6
13,100349,94,0,71.3
14,100349,133,0,70.9
21,100089,24,0,73.9
22,100089,45,0,72.0
23,100089,90,0,63.0
24,100089,132,0,76.4
21,100383,25,0,77.3
22,100383,49,0,57.9
23,100383,93,0,59.1
24,100383,130,0,68.4
1,100191,23,0,53.9
2,100191,48,0,65.2
3,100191,93,0,79.2
6,100881,20,0,34.3
7,100881,49,0,62.4
9,100881,130,0,47.1
11,100766,20,0,65.7
13,100766,90,0,61.1
11,100476,24,0,92.4
14,100476,136,0,56.7
21,100805,20,0,82.2
22,100805,47,0,69.6
24,100805,130,0,87.0
9,100750,130,0,42.9
3,100312,90,0,40.5
1,100573,20,0,74.5
2,100573,45,0,100.0
3,100573,90,0,93.5
4,100573,130,0,100.0
12,100367,45,0,60.9
13,100603,96,0,50.5
11,100554,21,0,52.6
26,100248,22,0,59.1
28,100248,94,0,65.9
29,100248,135,0,78.9
17,100329,45,0,47.4
18,100329,90,0,55.6
21,100276,22,0,70.6
23,100276,90,0,80.2
26,100734,20,0,80.6
27,100734,47,0,73.4
29,100734,130,0,76.9
1,100474,20,0,61.7
2,100474,47,0,61.8
3,100474,93,0,59.0
4,100474,134,0,67.3
6,100781,21,0,74.8
8,100781,91,0,77.2
9,100781,130,0,53.6
18,100213,90,0,77.5
18,100505,90,0,62.6
12,100884,50,0,57.9
13,100884,90,0,46.0
1,100484,20,0,72.1
3,100484,91,0,41.7
26,100730,23,0,67.1
27,100730,45,0,100.0
28,100730,90,0,85.6
29,100730,133,0,82.4
1,100711,23,0,89.7
2,100711,45,0,96.2
3,100711,90,0,87.3
4,100711,132,0,100.0
26,100759,23,0,94.7
27,100759,45,0,100.0
28,100759,90,0,100.0
29,100759,130,0,99.0
26,100616,20,0,60.8
1,100878,20,0,89.3
2,100878,46,0,78.9
3,100878,93,0,70.9
4,100878,134,0,79.5
26,100048,20,0,70.0
27,100048,45,0,96.8
28,100048,90,0,76.4
29,100048,132,0,67.7
21,100517,20,0,37.3
22,100517,45,0,63.7
24,100517,130,0,38.4
2,100356,47,0,61.4
16,100380,20,0,27.8
17,100380,45,0,65.9
19,100380,130,0,65.6
6,100528,20,0,50.8
7,100528,46,0,70.9
8,100528,93,0,43.9
9,100528,130,0,51.5
6,100230,20,0,81.2
7,100230,46,0,71.6
8,100230,94,0,77.6
9,100230,130,0,64.9
8,100337,90,0,77.4
2,100095,45,0,34.0
4,100095,130,0,48.4
11,100891,22,0,81.0
12,100891,51,0,67.9
13,100891,91,0,70.9
14,100891,130,0,64.5
16,100466,20,0,68.5
17,100466,48,0,72.7
18,100466,92,0,73.1
19,100466,134,0,78.9
2,100336,49,0,65.6
4,100336,130,0,80.5
3,100568,90,0,31.0
4,100568,130,0,49.9
26,100119,24,0,60.5
28,100119,93,0,31.8
26,100727,22,0,60.1
27,100727,47,0,63.8
11,100141,20,0,72.8
12,100141,46,0,88.3
13,100141,90,0,80.5
14,100141,132,0,88.3
24,100503,130,0,66.5
11,100672,20,0,75.5
12,100672,50,0,86.0
13,100672,90,0,70.8
14,100672,130,0,100.0
6,100742,23,0,97.1
