code_module,code_presentation,id_student,id_site,date,sum_click
AAA,2013J,100459,5011,91,3
AAA,2013J,100459,5011,186,2
AAA,2013J,100459,5011,80,1
AAA,2013J,100459,5011,143,1
AAA,2014J,100103,5012,44,3
AAA,2014J,100103,5012,233,4
AAA,2014J,100103,5012,40,4
AAA,2014J,100103,5012,236,4
AAA,2014J,100103,5012,122,6
AAA,2014J,100103,5012,173,4
AAA,2014J,100103,5012,77,6
AAA,2014J,100103,5012,77,11
AAA,2014J,100103,5012,94,9
AAA,2014J,100103,5012,30,6
AAA,2014J,100103,5012,75,5
AAA,2014J,100103,5012,214,8
AAA,2014J,100103,5012,0,7
CCC,2013J,100664,5013,138,10
CCC,2013J,100664,5013,56,7
CCC,2013J,100664,5013,59,13
CCC,2013J,100664,5013,35,6
CCC,2013J,100664,5013,71,14
CCC,2013J,100664,5013,150,12
CCC,2013J,100664,5013,222,9
CCC,2013J,100664,5013,105,6
CCC,2013J,100664,5013,144,10
CCC,2013J,100664,5013,206,11
CCC,2013J,100664,5013,162,9
CCC,2013J,100664,5013,62,11
CCC,2013J,100664,5013,67,15
CCC,2013J,100664,5013,153,12
CCC,2013J,100664,5013,69,7
CCC,2013J,100664,5013,59,14
CCC,2013J,100664,5013,142,14
CCC,2013J,100664,5013,152,14
CCC,2013J,100664,5013,60,16
CCC,2013J,100664,5013,11,11
CCC,2013J,100664,5013,184,9
CCC,2013J,100664,5013,94,8
CCC,2013J,100664,5013,151,17
CCC,2013J,100664,5013,41,12
CCC,2013J,100664,5013,75,11
CCC,2013J,100664,5013,145,11
AAA,2013J,100705,5014,85,9
AAA,2013J,100705,5014,146,13
AAA,2013J,100705,5014,91,8
AAA,2013J,100705,5014,198,8
AAA,2013J,100705,5014,165,12
AAA,2013J,100705,5014,32,15
AAA,2013J,100705,5014,196,4
AAA,2013J,100705,5014,218,15
AAA,2013J,100705,5014,48,9
AAA,2013J,100705,5014,86,12
AAA,2013J,100705,5014,94,4
AAA,2013J,100705,5014,102,8
AAA,2013J,100107,5015,232,11
AAA,2013J,100107,5015,58,11
AAA,2013J,100107,5015,55,13
AAA,2013J,100107,5015,9,8
AAA,2013J,100107,5015,202,5
AAA,2013J,100107,5015,199,12
AAA,2013J,100107,5015,99,7
AAA,2013J,100107,5015,209,2
AAA,2013J,100107,5015,156,6
AAA,2013J,100107,5015,234,9
AAA,2013J,100107,5015,221,9
AAA,2013J,100107,5015,230,5
AAA,2013J,100107,5015,94,14
AAA,2013J,100107,5015,152,13
AAA,2013J,100107,5015,40,12
AAA,2013J,100107,5015,214,9
AAA,2013J,100107,5015,76,8
CCC,2013J,100835,5016,107,3
CCC,2013J,100835,5016,36,7
CCC,2013J,100835,5016,190,2
CCC,2013J,100835,5016,81,3
CCC,2013J,100835,5016,172,2
CCC,2013J,100835,5016,109,3
CCC,2013J,100835,5016,214,4
CCC,2014J,100082,5017,179,2
AAA,2014J,100051,5018,78,1
AAA,2014J,100051,5018,112,5
AAA,2014J,100051,5018,106,2
AAA,2014J,100051,5018,130,4
AAA,2014J,100051,5018,226,2
AAA,2014J,100051,5018,156,6
AAA,2014J,100051,5018,140,14
AAA,2014J,100051,5018,87,7
AAA,2014J,100051,5018,152,8
CCC,2014J,100312,5019,28,2
BBB,2013J,100632,5020,134,3
BBB,2013J,100632,5020,167,6
BBB,2013J,100632,5020,42,2
BBB,2013J,100632,5020,57,3
BBB,2013J,100632,5020,194,1
BBB,2013J,100632,5020,49,1
BBB,2013J,100632,5020,115,4
CCC,2013J,100800,5021,75,1
CCC,2013J,100800,5021,212,5
CCC,2013J,100800,5021,214,3
CCC,2013J,100800,5021,234,3
CCC,2013J,100800,5021,13,8
AAA,2014J,100659,5022,206,7
AAA,2014J,100659,5022,198,10
AAA,2014J,100659,5022,68,10
AAA,2014J,100659,5022,39,9
AAA,2014J,100659,5022,147,7
AAA,2014J,100659,5022,33,10
AAA,2014J,100659,5022,217,11
AAA,2014J,100659,5022,19,10
AAA,2014J,100659,5022,117,7
AAA,2014J,100659,5022,227,6
AAA,2014J,100659,5022,132,10
AAA,2014J,100659,5022,193,15
AAA,2014J,100659,5022,101,11
CCC,2013J,100411,5023,126,4
CCC,2013J,100411,5023,192,1
CCC,2013J,100411,5023,19,4
CCC,2013J,100411,5023,231,7
CCC,2014J,100256,5024,69,4
CCC,2014J,100256,5024,20,9
CCC,2014J,100256,5024,103,6
CCC,2014J,100256,5024,5,3
CCC,2014J,100256,5024,192,7
CCC,2014J,100256,5024,70,8
CCC,2014J,100256,5024,177,10
CCC,2014J,100256,5024,12,3
CCC,2014J,100256,5024,7,3
CCC,2014J,100256,5024,101,7
CCC,2014J,100256,5024,189,7
BBB,2013J,100294,5025,195,2
BBB,2013J,100294,5025,103,4
BBB,2013J,100294,5025,211,1
BBB,2013J,100294,5025,206,2
BBB,2013J,100294,5025,154,1
BBB,2013J,100294,5025,25,2
CCC,2014J,100333,5026,172,3
CCC,2014J,100333,5026,62,4
CCC,2014J,100333,5026,13,6
CCC,2014J,100333,5026,227,6
CCC,2014J,100333,5026,198,4
CCC,2014J,100333,5026,224,6
BBB,2014J,100475,5027,27,4
BBB,2014J,100475,5027,154,2
BBB,2014J,100475,5027,165,5
BBB,2014J,100475,5027,237,4
AAA,2013J,100523,5028,43,6
AAA,2013J,100523,5028,186,4
AAA,2013J,100523,5028,83,5
AAA,2013J,100523,5028,135,4
AAA,2013J,100523,5028,188,2
AAA,2013J,100523,5028,103,2
AAA,2013J,100523,5028,148,3
CCC,2014J,100888,5029,60,12
CCC,2014J,100888,5029,183,5
CCC,2014J,100888,5029,86,3
CCC,2014J,100888,5029,59,3
CCC,2014J,100888,5029,67,2
CCC,2014J,100888,5029,220,6
CCC,2014J,100888,5029,205,9
CCC,2014J,100888,5029,1,7
CCC,2014J,100888,5029,201,4
CCC,2014J,100888,5029,133,4
CCC,2014J,100888,5029,202,8
CCC,2014J,100888,5029,149,5
CCC,2014J,100888,5029,165,2
CCC,2014J,100888,5029,138,10
CCC,2014J,100888,5029,176,3
CCC,2014J,100888,5029,195,9
CCC,2014J,100888,5029,121,5
AAA,2014J,100025,5030,26,1
AAA,2014J,100025,5030,181,2
AAA,2014J,100025,5030,154,2
AAA,2014J,100025,5030,171,2
BBB,2014J,100135,5031,156,5
BBB,2014J,100135,5031,203,3
BBB,2014J,100135,5031,113,8
BBB,2014J,100135,5031,212,9
BBB,2014J,100135,5031,184,5
BBB,2014J,100135,5031,41,11
BBB,2014J,100135,5031,91,5
BBB,2014J,100135,5031,6,11
BBB,2014J,100135,5031,57,7
BBB,2014J,100135,5031,5,4
BBB,2014J,100135,5031,25,6
BBB,2014J,100135,5031,1,6
BBB,2014J,100135,5031,161,12
BBB,2014J,100135,5031,98,2
BBB,2014J,100135,5031,112,6
BBB,2014J,100135,5031,183,9
BBB,2013J,100291,5032,194,4
BBB,2013J,100291,5032,123,1
BBB,2013J,100291,5032,234,2
BBB,2013J,100291,5032,164,4
BBB,2013J,100291,5032,130,1
BBB,2013J,100291,5032,193,2
BBB,2013J,100291,5032,42,3
BBB,2014J,100696,5033,38,1
CCC,2013J,100258,5034,126,4
CCC,2013J,100258,5034,159,7
CCC,2013J,100258,5034,190,4
CCC,2013J,100258,5034,133,7
CCC,2013J,100258,5034,137,6
CCC,2013J,100258,5034,40,5
CCC,2013J,100258,5034,229,6
CCC,2013J,100258,5034,229,5
CCC,2013J,100258,5034,170,8
CCC,2013J,100258,5034,216,5
CCC,2013J,100258,5034,145,5
CCC,2013J,100258,5034,158,5
CCC,2013J,100258,5034,198,8
CCC,2014J,100165,5035,222,9
CCC,2014J,100165,5035,42,9
CCC,2014J,100165,5035,57,9
CCC,2014J,100165,5035,16,10
CCC,2014J,100165,5035,69,9
CCC,2014J,100165,5035,78,5
CCC,2014J,100165,5035,190,6
CCC,2014J,100165,5035,78,3
CCC,2014J,100165,5035,229,2
CCC,2014J,100165,5035,72,10
CCC,2014J,100165,5035,125,6
CCC,2014J,100165,5035,142,8
CCC,2014J,100165,5035,198,4
CCC,2014J,100165,5035,180,10
CCC,2014J,100165,5035,208,6
CCC,2014J,100165,5035,225,7
CCC,2014J,100165,5035,28,4
CCC,2014J,100165,5035,22,4
CCC,2014J,100165,5035,107,10
AAA,2014J,100487,5036,36,8
AAA,2014J,100487,5036,120,2
AAA,2014J,100487,5036,73,5
AAA,2014J,100487,5036,236,4
AAA,2014J,100487,5036,160,3
AAA,2014J,100487,5036,185,2
AAA,2014J,100487,5036,69,4
CCC,2014J,100810,5037,194,1
CCC,2014J,100810,5037,230,1
BBB,2014J,100730,5038,142,6
BBB,2014J,100730,5038,164,3
BBB,2014J,100730,5038,64,3
BBB,2014J,100730,5038,133,7
BBB,2014J,100730,5038,183,8
BBB,2014J,100730,5038,214,9
BBB,2014J,100730,5038,136,7
BBB,2014J,100730,5038,57,6
BBB,2014J,100730,5038,171,3
BBB,2014J,100730,5038,40,8
BBB,2014J,100730,5038,33,4
CCC,2014J,100553,5039,86,6
CCC,2014J,100553,5039,35,4
CCC,2014J,100553,5039,72,4
CCC,2014J,100553,5039,115,4
CCC,2014J,100553,5039,84,8
CCC,2014J,100553,5039,167,4
CCC,2014J,100553,5039,37,7
CCC,2014J,100553,5039,210,8
CCC,2014J,100553,5039,142,3
CCC,2014J,100553,5039,73,8
CCC,2014J,100553,5039,229,1
BBB,2013J,100011,5040,156,1
BBB,2013J,100011,5040,180,1
BBB,2014J,100747,5041,228,1
BBB,2013J,100668,5042,18,2
BBB,2013J,100668,5042,132,3
BBB,2013J,100668,5042,68,1
BBB,2013J,100668,5042,123,3
CCC,2014J,100155,5043,32,2
CCC,2014J,100155,5043,224,2
CCC,2014J,100155,5043,57,4
CCC,2014J,100155,5043,205,4
BBB,2013J,100551,5044,124,3
BBB,2013J,100551,5044,186,1
AAA,2014J,100210,5045,149,6
AAA,2014J,100210,5045,7,4
AAA,2014J,100210,5045,103,12
AAA,2014J,100210,5045,33,4
AAA,2014J,100210,5045,92,2
AAA,2014J,100210,5045,32,6
AAA,2014J,100210,5045,8,5
AAA,2014J,100210,5045,114,6
AAA,2014J,100210,5045,98,7
AAA,2014J,100210,5045,100,3
AAA,2014J,100210,5045,82,6
AAA,2014J,100210,5045,98,6
AAA,2014J,100210,5045,0,8
AAA,2014J,100210,5045,114,8
BBB,2013J,100581,5046,203,1
BBB,2013J,100581,5046,19,4
BBB,2013J,100581,5046,166,1
BBB,2013J,100581,5046,67,2
AAA,2014J,100297,5047,123,7
AAA,2014J,100297,5047,233,4
AAA,2014J,100297,5047,69,7
AAA,2014J,100297,5047,102,5
AAA,2014J,100297,5047,1,9
AAA,2014J,100297,5047,117,7
AAA,2014J,100297,5047,205,6
AAA,2014J,100297,5047,239,10
AAA,2014J,100297,5047,113,8
AAA,2014J,100297,5047,33,9
AAA,2014J,100297,5047,172,11
AAA,2014J,100297,5047,153,6
AAA,2014J,100297,5047,230,9
AAA,2014J,100297,5047,121,7
BBB,2013J,100082,5048,0,1
BBB,2013J,100082,5048,146,6
BBB,2013J,100082,5048,76,4
BBB,2013J,100082,5048,181,2
BBB,2013J,100082,5048,201,7
BBB,2013J,100082,5048,7,3
BBB,2013J,100082,5048,227,2
BBB,2013J,100082,5048,164,6
BBB,2013J,100082,5048,197,3
AAA,2013J,100682,5049,164,4
AAA,2013J,100682,5049,136,1
AAA,2013J,100682,5049,146,4
AAA,2013J,100682,5049,54,2
CCC,2013J,100170,5050,50,1
AAA,2014J,100879,5051,166,3
AAA,2014J,100879,5051,79,6
AAA,2014J,100879,5051,20,5
AAA,2014J,100879,5051,163,5
AAA,2014J,100879,5051,62,5
AAA,2014J,100879,5051,206,1
AAA,2014J,100879,5051,36,14
AAA,2014J,100879,5051,217,3
BBB,2013J,100105,5052,173,2
BBB,2013J,100105,5052,18,6
BBB,2013J,100105,5052,230,8
CCC,2013J,100546,5053,54,1
CCC,2013J,100546,5053,199,2
CCC,2013J,100546,5053,79,2
CCC,2013J,100546,5053,67,1
CCC,2013J,100546,5053,116,1
BBB,2013J,100242,5054,6,1
BBB,2013J,100242,5054,224,1
BBB,2013J,100242,5054,128,1
BBB,2013J,100242,5054,80,1
AAA,2014J,100508,5055,75,10
AAA,2014J,100508,5055,130,8
AAA,2014J,100508,5055,19,9
AAA,2014J,100508,5055,126,11
AAA,2014J,100508,5055,96,4
AAA,2014J,100508,5055,78,10
AAA,2014J,100508,5055,233,6
AAA,2014J,100508,5055,214,9
AAA,2014J,100508,5055,166,6
AAA,2014J,100508,5055,141,10
AAA,2014J,100508,5055,113,8
AAA,2014J,100508,5055,16,3
AAA,2014J,100508,5055,73,3
AAA,2014J,100508,5055,2,14
AAA,2014J,100508,5055,87,9
CCC,2014J,100402,5056,163,1
BBB,2014J,100597,5057,211,4
BBB,2014J,100597,5057,230,7
BBB,2014J,100597,5057,17,9
BBB,2014J,100597,5057,132,7
BBB,2014J,100597,5057,93,7
BBB,2014J,100597,5057,8,7
BBB,2014J,100597,5057,195,14
BBB,2014J,100597,5057,219,9
BBB,2014J,100597,5057,41,6
BBB,2014J,100597,5057,182,8
BBB,2014J,100597,5057,168,4
BBB,2014J,100597,5057,169,6
BBB,2014J,100597,5057,110,11
AAA,2014J,100451,5058,4,6
AAA,2014J,100451,5058,66,10
AAA,2014J,100451,5058,91,11
AAA,2014J,100451,5058,88,12
AAA,2014J,100451,5058,65,8
AAA,2014J,100451,5058,154,7
AAA,2014J,100451,5058,198,10
AAA,2014J,100451,5058,213,6
AAA,2014J,100451,5058,233,8
AAA,2014J,100451,5058,155,13
AAA,2014J,100451,5058,98,13
AAA,2014J,100451,5058,155,9
AAA,2014J,100451,5058,31,7
AAA,2014J,100451,5058,196,7
AAA,2014J,100451,5058,128,8
AAA,2014J,100451,5058,39,2
AAA,2014J,100660,5059,11,2
AAA,2014J,100660,5059,39,2
AAA,2014J,100660,5059,201,3
AAA,2014J,100660,5059,98,1
AAA,2014J,100107,5060,169,1
AAA,2014J,100107,5060,50,2
AAA,2014J,100107,5060,33,3
AAA,2014J,100107,5060,127,2
AAA,2014J,100107,5060,188,3
AAA,2014J,100107,5060,61,2
AAA,2014J,100133,5061,85,3
AAA,2014J,100133,5061,9,9
AAA,2014J,100133,5061,78,5
AAA,2014J,100133,5061,187,3
AAA,2014J,100133,5061,60,4
AAA,2014J,100133,5061,207,7
CCC,2013J,100109,5062,50,1
AAA,2013J,100385,5063,111,1
AAA,2013J,100385,5063,171,2
AAA,2013J,100385,5063,3,4
AAA,2013J,100385,5063,11,4
CCC,2013J,100719,5064,37,8
CCC,2013J,100719,5064,194,13
CCC,2013J,100719,5064,200,12
CCC,2013J,100719,5064,238,8
CCC,2013J,100719,5064,231,10
CCC,2013J,100719,5064,189,6
CCC,2013J,100719,5064,70,10
CCC,2013J,100719,5064,166,14
CCC,2013J,100719,5064,188,11
CCC,2013J,100719,5064,69,10
CCC,2013J,100719,5064,195,12
CCC,2013J,100719,5064,168,6
CCC,2013J,100719,5064,117,12
CCC,2013J,100719,5064,206,12
CCC,2013J,100719,5064,21,8
CCC,2013J,100719,5064,164,7
CCC,2013J,100719,5064,188,12
CCC,2013J,100719,5064,9,6
CCC,2013J,100719,5064,97,9
CCC,2013J,100719,5064,124,9
CCC,2014J,100046,5065,49,1
CCC,2014J,100046,5065,224,3
CCC,2014J,100046,5065,73,2
CCC,2014J,100046,5065,4,2
AAA,2013J,100258,5066,147,5
AAA,2013J,100258,5066,122,5
AAA,2013J,100258,5066,2,1
AAA,2013J,100258,5066,22,2
AAA,2013J,100258,5066,127,7
AAA,2013J,100258,5066,135,4
AAA,2013J,100258,5066,206,6
AAA,2013J,100258,5066,233,7
BBB,2014J,100068,5067,64,5
BBB,2014J,100068,5067,13,6
BBB,2014J,100068,5067,39,7
BBB,2014J,100068,5067,173,8
BBB,2014J,100068,5067,113,5
BBB,2014J,100068,5067,67,7
BBB,2014J,100068,5067,184,7
BBB,2014J,100068,5067,3,6
BBB,2014J,100068,5067,41,4
BBB,2014J,100068,5067,112,9
BBB,2014J,100068,5067,219,5
BBB,2014J,100068,5067,179,5
BBB,2014J,100068,5067,164,9
BBB,2014J,100068,5067,170,8
BBB,2014J,100068,5067,74,4
BBB,2014J,100068,5067,107,8
BBB,2014J,100137,5068,212,19
BBB,2014J,100137,5068,127,10
BBB,2014J,100137,5068,90,11
BBB,2014J,100137,5068,220,13
BBB,2014J,100137,5068,117,13
BBB,2014J,100137,5068,30,14
BBB,2014J,100137,5068,68,13
BBB,2014J,100137,5068,202,8
BBB,2014J,100137,5068,123,17
BBB,2014J,100137,5068,134,12
BBB,2014J,100137,5068,163,5
BBB,2014J,100137,5068,46,16
BBB,2014J,100137,5068,22,7
BBB,2014J,100137,5068,105,16
BBB,2014J,100137,5068,220,9
BBB,2014J,100137,5068,30,5
BBB,2014J,100137,5068,172,10
BBB,2014J,100137,5068,235,11
BBB,2014J,100137,5068,23,12
BBB,2014J,100137,5068,31,12
BBB,2014J,100137,5068,208,7
BBB,2014J,100137,5068,26,12
BBB,2014J,100137,5068,178,8
BBB,2014J,100137,5068,191,9
BBB,2014J,100137,5068,75,8
BBB,2014J,100137,5068,69,5
BBB,2014J,100137,5068,125,11
BBB,2014J,100137,5068,121,20
BBB,2014J,100137,5068,206,6
BBB,2014J,100006,5069,64,1
BBB,2014J,100006,5069,208,2
BBB,2014J,100006,5069,141,1
CCC,2013J,100158,5070,136,3
CCC,2013J,100158,5070,162,5
CCC,2013J,100158,5070,76,5
CCC,2013J,100158,5070,10,2
CCC,2013J,100158,5070,197,2
CCC,2013J,100158,5070,227,3
CCC,2013J,100158,5070,19,6
CCC,2013J,100158,5070,76,4
CCC,2013J,100158,5070,104,3
CCC,2013J,100158,5070,182,3
CCC,2013J,100158,5070,185,3
CCC,2013J,100771,5071,230,7
CCC,2013J,100771,5071,156,7
CCC,2013J,100771,5071,175,8
CCC,2013J,100771,5071,29,13
CCC,2013J,100771,5071,111,8
CCC,2013J,100771,5071,149,9
CCC,2013J,100771,5071,140,4
CCC,2013J,100771,5071,227,4
CCC,2013J,100771,5071,114,11
CCC,2013J,100771,5071,89,5
CCC,2013J,100771,5071,226,16
CCC,2013J,100771,5071,80,8
CCC,2013J,100771,5071,136,8
CCC,2013J,100771,5071,6,9
CCC,2013J,100771,5071,39,8
CCC,2013J,100771,5071,13,5
CCC,2013J,100771,5071,100,8
CCC,2013J,100771,5071,223,9
AAA,2014J,100017,5072,170,8
AAA,2014J,100017,5072,78,11
AAA,2014J,100017,5072,25,6
AAA,2014J,100017,5072,4,9
AAA,2014J,100017,5072,183,7
AAA,2014J,100017,5072,227,7
AAA,2014J,100017,5072,163,5
AAA,2014J,100017,5072,14,12
AAA,2014J,100017,5072,135,6
AAA,2014J,100017,5072,65,7
AAA,2014J,100017,5072,76,5
AAA,2014J,100017,5072,221,5
AAA,2014J,100017,5072,197,2
AAA,2014J,100017,5072,176,9
AAA,2014J,100017,5072,120,6
AAA,2013J,100269,5073,138,1
AAA,2013J,100269,5073,1,1
BBB,2014J,100484,5074,235,3
BBB,2014J,100484,5074,180,2
BBB,2014J,100484,5074,218,5
BBB,2014J,100484,5074,45,6
BBB,2014J,100484,5074,81,3
BBB,2014J,100484,5074,205,10
BBB,2014J,100484,5074,12,7
BBB,2014J,100484,5074,198,4
AAA,2013J,100011,5075,226,3
AAA,2013J,100011,5075,67,2
AAA,2013J,100011,5075,203,2
AAA,2013J,100011,5075,33,4
AAA,2013J,100011,5075,48,3
AAA,2013J,100011,5075,108,6
AAA,2013J,100171,5076,176,1
AAA,2013J,100171,5076,110,1
AAA,2013J,100171,5076,62,1
CCC,2013J,100737,5077,14,8
CCC,2013J,100737,5077,197,3
CCC,2013J,100737,5077,229,6
CCC,2013J,100737,5077,96,3
CCC,2013J,100737,5077,121,6
CCC,2013J,100737,5077,130,8
CCC,2013J,100737,5077,33,6
CCC,2013J,100737,5077,53,2
CCC,2013J,100737,5077,71,5
CCC,2013J,100737,5077,202,7
CCC,2013J,100737,5077,105,4
CCC,2013J,100737,5077,173,5
AAA,2013J,100250,5078,173,5
AAA,2013J,100250,5078,44,9
AAA,2013J,100250,5078,117,12
AAA,2013J,100250,5078,200,9
AAA,2013J,100250,5078,47,4
AAA,2013J,100250,5078,28,8
AAA,2013J,100250,5078,197,6
AAA,2013J,100250,5078,209,9
AAA,2013J,100250,5078,103,11
AAA,2013J,100250,5078,11,4
AAA,2013J,100250,5078,129,3
AAA,2013J,100117,5079,71,5
AAA,2013J,100117,5079,185,1
AAA,2013J,100117,5079,41,8
AAA,2013J,100117,5079,119,4
AAA,2013J,100117,5079,226,6
AAA,2013J,100117,5079,234,5
AAA,2013J,100117,5079,227,3
AAA,2013J,100117,5079,32,4
AAA,2013J,100117,5079,35,1
AAA,2014J,100570,5080,148,9
AAA,2014J,100570,5080,237,3
AAA,2014J,100570,5080,23,10
AAA,2014J,100570,5080,55,2
AAA,2014J,100570,5080,71,3
AAA,2014J,100570,5080,160,3
AAA,2014J,100570,5080,228,4
AAA,2014J,100570,5080,225,7
AAA,2014J,100570,5080,179,1
AAA,2014J,100570,5080,185,4
AAA,2014J,100619,5081,203,8
AAA,2014J,100619,5081,130,2
AAA,2014J,100619,5081,67,7
AAA,2014J,100619,5081,213,5
AAA,2014J,100619,5081,143,4
AAA,2014J,100619,5081,199,6
AAA,2014J,100619,5081,103,8
AAA,2014J,100619,5081,47,7
AAA,2014J,100619,5081,226,10
AAA,2014J,100619,5081,162,6
BBB,2014J,100268,5082,223,1
BBB,2014J,100268,5082,156,1
BBB,2014J,100268,5082,128,1
BBB,2013J,100398,5083,37,7
BBB,2013J,100398,5083,86,4
BBB,2013J,100398,5083,226,6
BBB,2013J,100398,5083,97,6
BBB,2013J,100398,5083,163,7
BBB,2013J,100398,5083,239,11
BBB,2013J,100398,5083,83,10
BBB,2013J,100398,5083,24,8
BBB,2013J,100398,5083,55,6
BBB,2013J,100398,5083,58,3
BBB,2013J,100398,5083,13,4
BBB,2013J,100398,5083,130,2
BBB,2013J,100398,5083,66,4
BBB,2013J,100398,5083,23,7
BBB,2013J,100398,5083,32,8
BBB,2013J,100398,5083,65,3
CCC,2013J,100874,5084,88,3
CCC,2013J,100874,5084,160,8
CCC,2013J,100874,5084,179,6
CCC,2013J,100874,5084,112,10
CCC,2013J,100874,5084,153,5
CCC,2013J,100874,5084,137,5
CCC,2013J,100874,5084,166,7
CCC,2013J,100874,5084,108,10
CCC,2013J,100874,5084,156,7
CCC,2013J,100874,5084,154,5
CCC,2013J,100874,5084,153,2
AAA,2014J,100855,5085,209,15
AAA,2014J,100855,5085,1,10
AAA,2014J,100855,5085,11,8
AAA,2014J,100855,5085,212,14
AAA,2014J,100855,5085,161,13
AAA,2014J,100855,5085,143,7
AAA,2014J,100855,5085,82,11
AAA,2014J,100855,5085,196,12
AAA,2014J,100855,5085,145,10
AAA,2014J,100855,5085,104,7
AAA,2014J,100855,5085,91,13
